Starttime;Endtime;Activity;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x;case_id;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;Sending Part;Sending Account ID;Initial Account Balance;Credit limit
2024-03-07 06:45:48+00:00;2024-03-07 06:45:49+00:00;Positioning;2024-03-07 03:47:45+00:00;108467774.28;1;0;7;0;731;2024-03-07 00:00:00+00:00;0;1628;1628;Positioning;2024-03-07 06:45:48+00:00;3193;699;1;0;4046475248.06;2535978652.31
2024-03-07 06:45:49+00:00;2024-03-07 06:45:49+00:00;Settling;2024-03-07 03:47:45+00:00;108467774.28;1;0;7;0;731;2024-03-07 00:00:00+00:00;0;1628;1628;Settling;2024-03-07 06:45:49+00:00;3194;699;1;0;4046475248.06;2535978652.31
2024-03-07 03:49:44+00:00;2024-03-07 03:49:45+00:00;Validating;2024-03-07 03:49:44+00:00;113260666.75;3;4;6;4;749;2024-03-07 00:00:00+00:00;0;1629;1629;Validating;2024-03-07 03:49:44+00:00;3195;700;3;4;9783485389.0;0.0
2024-03-07 03:49:45+00:00;2024-03-07 03:49:46+00:00;Matching;2024-03-07 03:49:44+00:00;113260666.75;3;4;6;4;749;2024-03-07 00:00:00+00:00;0;1629;1629;Matching;2024-03-07 03:49:45+00:00;3196;700;3;4;9783485389.0;0.0
2024-03-07 03:49:46+00:00;2024-03-07 03:49:47+00:00;Positioning;2024-03-07 03:49:44+00:00;113260666.75;3;4;6;4;749;2024-03-07 00:00:00+00:00;0;1629;1629;Positioning;2024-03-07 03:49:46+00:00;3197;700;3;4;9783485389.0;0.0
2024-03-07 03:49:47+00:00;2024-03-07 03:49:47+00:00;Settling;2024-03-07 03:49:44+00:00;113260666.75;3;4;6;4;749;2024-03-07 00:00:00+00:00;0;1629;1629;Settling;2024-03-07 03:49:47+00:00;3198;700;3;4;9783485389.0;0.0
2024-03-02 13:48:58+00:00;2024-03-02 13:48:59+00:00;Validating;2024-03-02 13:48:58+00:00;160301769.07;8;6;1;6;713;2024-03-02 00:00:00+00:00;0;163;163;Validating;2024-03-02 13:48:58+00:00;3199;701;8;6;7639745933.0;0.0
2024-03-02 13:48:59+00:00;2024-03-02 13:49:00+00:00;Matching;2024-03-02 13:48:58+00:00;160301769.07;8;6;1;6;713;2024-03-02 00:00:00+00:00;0;163;163;Matching;2024-03-02 13:48:59+00:00;3200;701;8;6;7639745933.0;0.0
2024-03-02 13:49:00+00:00;2024-03-02 13:49:01+00:00;Positioning;2024-03-02 13:48:58+00:00;160301769.07;8;6;1;6;713;2024-03-02 00:00:00+00:00;0;163;163;Positioning;2024-03-02 13:49:00+00:00;3201;701;8;6;7639745933.0;0.0
2024-03-02 13:49:01+00:00;2024-03-02 13:49:01+00:00;Settling;2024-03-02 13:48:58+00:00;160301769.07;8;6;1;6;713;2024-03-02 00:00:00+00:00;0;163;163;Settling;2024-03-02 13:49:01+00:00;3202;701;8;6;7639745933.0;0.0
2024-03-07 04:05:19+00:00;2024-03-07 04:05:20+00:00;Validating;2024-03-07 04:05:19+00:00;152820797.66;7;0;3;0;567;2024-03-07 00:00:00+00:00;0;1630;1630;Validating;2024-03-07 04:05:19+00:00;3203;702;7;0;2256157456.14;921644286.65
2024-03-07 04:05:20+00:00;2024-03-07 04:05:20+00:00;Waiting in backlog unmatched;2024-03-07 04:05:19+00:00;152820797.66;7;0;3;0;567;2024-03-07 00:00:00+00:00;0;1630;1630;Waiting in backlog unmatched;2024-03-07 04:05:20+00:00;3204;702;7;0;2256157456.14;921644286.65
2024-03-07 07:28:29+00:00;2024-03-07 07:28:30+00:00;Matching;2024-03-07 04:05:19+00:00;152820797.66;7;0;3;0;567;2024-03-07 00:00:00+00:00;0;1630;1630;Matching;2024-03-07 07:28:29+00:00;3205;702;7;0;2256157456.14;921644286.65
2024-03-07 07:28:30+00:00;2024-03-07 07:28:31+00:00;Positioning;2024-03-07 04:05:19+00:00;152820797.66;7;0;3;0;567;2024-03-07 00:00:00+00:00;0;1630;1630;Positioning;2024-03-07 07:28:30+00:00;3206;702;7;0;2256157456.14;921644286.65
2024-03-07 07:28:31+00:00;2024-03-07 07:28:31+00:00;Settling;2024-03-07 04:05:19+00:00;152820797.66;7;0;3;0;567;2024-03-07 00:00:00+00:00;0;1630;1630;Settling;2024-03-07 07:28:31+00:00;3207;702;7;0;2256157456.14;921644286.65
2024-03-07 04:07:36+00:00;2024-03-07 04:07:37+00:00;Validating;2024-03-07 04:07:36+00:00;227974812.09;4;0;1;0;648;2024-03-07 00:00:00+00:00;0;1631;1631;Validating;2024-03-07 04:07:36+00:00;3208;703;4;0;3483502661.99;2525970242.55
2024-03-07 04:07:37+00:00;2024-03-07 04:07:37+00:00;Waiting in backlog unmatched;2024-03-07 04:07:36+00:00;227974812.09;4;0;1;0;648;2024-03-07 00:00:00+00:00;0;1631;1631;Waiting in backlog unmatched;2024-03-07 04:07:37+00:00;3209;703;4;0;3483502661.99;2525970242.55
2024-03-07 08:29:53+00:00;2024-03-07 08:29:54+00:00;Matching;2024-03-07 04:07:36+00:00;227974812.09;4;0;1;0;648;2024-03-07 00:00:00+00:00;0;1631;1631;Matching;2024-03-07 08:29:53+00:00;3210;703;4;0;3483502661.99;2525970242.55
2024-03-07 08:29:54+00:00;2024-03-07 08:29:55+00:00;Positioning;2024-03-07 04:07:36+00:00;227974812.09;4;0;1;0;648;2024-03-07 00:00:00+00:00;0;1631;1631;Positioning;2024-03-07 08:29:54+00:00;3211;703;4;0;3483502661.99;2525970242.55
2024-03-07 08:29:55+00:00;2024-03-07 08:29:55+00:00;Settling;2024-03-07 04:07:36+00:00;227974812.09;4;0;1;0;648;2024-03-07 00:00:00+00:00;0;1631;1631;Settling;2024-03-07 08:29:55+00:00;3212;703;4;0;3483502661.99;2525970242.55
2024-03-07 04:09:17+00:00;2024-03-07 04:09:18+00:00;Validating;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Validating;2024-03-07 04:09:17+00:00;3213;704;8;8;6533884540.0;0.0
2024-03-07 04:09:18+00:00;2024-03-07 04:09:18+00:00;Waiting in backlog unmatched;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Waiting in backlog unmatched;2024-03-07 04:09:18+00:00;3214;704;8;8;6533884540.0;0.0
2024-03-07 13:25:49+00:00;2024-03-07 13:25:50+00:00;Matching;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Matching;2024-03-07 13:25:49+00:00;3215;704;8;8;6533884540.0;0.0
2024-03-07 13:25:50+00:00;2024-03-07 13:25:51+00:00;Positioning;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Positioning;2024-03-07 13:25:50+00:00;3216;704;8;8;6533884540.0;0.0
2024-03-07 13:25:51+00:00;2024-03-07 13:25:51+00:00;Waiting in backlog for recycling;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Waiting in backlog for recycling;2024-03-07 13:25:51+00:00;3217;704;8;8;6533884540.0;0.0
2024-03-07 19:20:00+00:00;2024-03-07 19:20:01+00:00;Positioning;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Positioning;2024-03-07 19:20:00+00:00;3218;704;8;8;6533884540.0;0.0
2024-03-07 19:20:01+00:00;2024-03-07 19:20:01+00:00;Waiting in backlog for recycling;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Waiting in backlog for recycling;2024-03-07 19:20:01+00:00;3219;704;8;8;6533884540.0;0.0
2024-03-08 19:20:00+00:00;2024-03-08 19:20:01+00:00;Positioning;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Positioning;2024-03-08 19:20:00+00:00;3220;704;8;8;6533884540.0;0.0
2024-03-08 19:20:01+00:00;2024-03-08 19:20:01+00:00;Waiting in backlog for recycling;2024-03-07 04:09:17+00:00;266441165.63;8;8;5;8;1287;2024-03-07 00:00:00+00:00;0;1632;1632;Waiting in backlog for recycling;2024-03-08 19:20:01+00:00;3221;704;8;8;6533884540.0;0.0
2024-03-07 04:10:47+00:00;2024-03-07 04:10:48+00:00;Validating;2024-03-07 04:10:47+00:00;110402485.67;8;5;3;5;1254;2024-03-07 00:00:00+00:00;0;1633;1633;Validating;2024-03-07 04:10:47+00:00;3222;705;8;5;3871380141.0;0.0
2024-03-07 04:10:48+00:00;2024-03-07 04:10:48+00:00;Waiting in backlog unmatched;2024-03-07 04:10:47+00:00;110402485.67;8;5;3;5;1254;2024-03-07 00:00:00+00:00;0;1633;1633;Waiting in backlog unmatched;2024-03-07 04:10:48+00:00;3223;705;8;5;3871380141.0;0.0
2024-03-07 13:23:15+00:00;2024-03-07 13:23:16+00:00;Matching;2024-03-07 04:10:47+00:00;110402485.67;8;5;3;5;1254;2024-03-07 00:00:00+00:00;0;1633;1633;Matching;2024-03-07 13:23:15+00:00;3224;705;8;5;3871380141.0;0.0
2024-03-07 13:23:16+00:00;2024-03-07 13:23:17+00:00;Positioning;2024-03-07 04:10:47+00:00;110402485.67;8;5;3;5;1254;2024-03-07 00:00:00+00:00;0;1633;1633;Positioning;2024-03-07 13:23:16+00:00;3225;705;8;5;3871380141.0;0.0
2024-03-07 13:23:17+00:00;2024-03-07 13:23:17+00:00;Settling;2024-03-07 04:10:47+00:00;110402485.67;8;5;3;5;1254;2024-03-07 00:00:00+00:00;0;1633;1633;Settling;2024-03-07 13:23:17+00:00;3226;705;8;5;3871380141.0;0.0
2024-03-07 04:16:44+00:00;2024-03-07 04:16:45+00:00;Validating;2024-03-07 04:16:44+00:00;111694031.64;4;0;2;0;953;2024-03-06 00:00:00+00:00;0;1634;1634;Validating;2024-03-07 04:16:44+00:00;3227;706;4;0;3483502661.99;2525970242.55
2024-03-07 04:16:45+00:00;2024-03-07 04:16:46+00:00;Matching;2024-03-07 04:16:44+00:00;111694031.64;4;0;2;0;953;2024-03-06 00:00:00+00:00;0;1634;1634;Matching;2024-03-07 04:16:45+00:00;3228;706;4;0;3483502661.99;2525970242.55
2024-03-07 04:16:46+00:00;2024-03-07 04:16:47+00:00;Positioning;2024-03-07 04:16:44+00:00;111694031.64;4;0;2;0;953;2024-03-06 00:00:00+00:00;0;1634;1634;Positioning;2024-03-07 04:16:46+00:00;3229;706;4;0;3483502661.99;2525970242.55
2024-03-07 04:16:47+00:00;2024-03-07 04:16:47+00:00;Settling;2024-03-07 04:16:44+00:00;111694031.64;4;0;2;0;953;2024-03-06 00:00:00+00:00;0;1634;1634;Settling;2024-03-07 04:16:47+00:00;3230;706;4;0;3483502661.99;2525970242.55
2024-03-07 04:24:01+00:00;2024-03-07 04:24:02+00:00;Validating;2024-03-07 04:24:01+00:00;73430740.26;4;1;5;1;530;2024-03-07 00:00:00+00:00;0;1635;1635;Validating;2024-03-07 04:24:01+00:00;3231;707;4;1;3134559776.0;0.0
2024-03-07 04:24:02+00:00;2024-03-07 04:24:02+00:00;Waiting in backlog unmatched;2024-03-07 04:24:01+00:00;73430740.26;4;1;5;1;530;2024-03-07 00:00:00+00:00;0;1635;1635;Waiting in backlog unmatched;2024-03-07 04:24:02+00:00;3232;707;4;1;3134559776.0;0.0
2024-03-07 10:25:41+00:00;2024-03-07 10:25:42+00:00;Matching;2024-03-07 04:24:01+00:00;73430740.26;4;1;5;1;530;2024-03-07 00:00:00+00:00;0;1635;1635;Matching;2024-03-07 10:25:41+00:00;3233;707;4;1;3134559776.0;0.0
2024-03-07 10:25:42+00:00;2024-03-07 10:25:43+00:00;Positioning;2024-03-07 04:24:01+00:00;73430740.26;4;1;5;1;530;2024-03-07 00:00:00+00:00;0;1635;1635;Positioning;2024-03-07 10:25:42+00:00;3234;707;4;1;3134559776.0;0.0
2024-03-07 10:25:43+00:00;2024-03-07 10:25:43+00:00;Settling;2024-03-07 04:24:01+00:00;73430740.26;4;1;5;1;530;2024-03-07 00:00:00+00:00;0;1635;1635;Settling;2024-03-07 10:25:43+00:00;3235;707;4;1;3134559776.0;0.0
2024-03-07 04:27:23+00:00;2024-03-07 04:27:24+00:00;Validating;2024-03-07 04:27:23+00:00;171830058.47;4;7;1;7;889;2024-03-07 00:00:00+00:00;0;1636;1636;Validating;2024-03-07 04:27:23+00:00;3236;708;4;7;5771747395.0;0.0
2024-03-07 04:27:24+00:00;2024-03-07 04:27:24+00:00;Waiting in backlog unmatched;2024-03-07 04:27:23+00:00;171830058.47;4;7;1;7;889;2024-03-07 00:00:00+00:00;0;1636;1636;Waiting in backlog unmatched;2024-03-07 04:27:24+00:00;3237;708;4;7;5771747395.0;0.0
2024-03-07 18:03:55+00:00;2024-03-07 18:03:56+00:00;Matching;2024-03-07 04:27:23+00:00;171830058.47;4;7;1;7;889;2024-03-07 00:00:00+00:00;0;1636;1636;Matching;2024-03-07 18:03:55+00:00;3238;708;4;7;5771747395.0;0.0
2024-03-07 18:03:56+00:00;2024-03-07 18:03:57+00:00;Positioning;2024-03-07 04:27:23+00:00;171830058.47;4;7;1;7;889;2024-03-07 00:00:00+00:00;0;1636;1636;Positioning;2024-03-07 18:03:56+00:00;3239;708;4;7;5771747395.0;0.0
2024-03-07 18:03:57+00:00;2024-03-07 18:03:57+00:00;Settling;2024-03-07 04:27:23+00:00;171830058.47;4;7;1;7;889;2024-03-07 00:00:00+00:00;0;1636;1636;Settling;2024-03-07 18:03:57+00:00;3240;708;4;7;5771747395.0;0.0
2024-03-07 04:28:31+00:00;2024-03-07 04:28:32+00:00;Validating;2024-03-07 04:28:31+00:00;67140648.15;8;0;5;0;789;2024-03-07 00:00:00+00:00;0;1637;1637;Validating;2024-03-07 04:28:31+00:00;3241;709;8;0;1054789317.31;1022863899.79
2024-03-07 04:28:32+00:00;2024-03-07 04:28:32+00:00;Waiting in backlog unmatched;2024-03-07 04:28:31+00:00;67140648.15;8;0;5;0;789;2024-03-07 00:00:00+00:00;0;1637;1637;Waiting in backlog unmatched;2024-03-07 04:28:32+00:00;3242;709;8;0;1054789317.31;1022863899.79
2024-03-07 12:07:31+00:00;2024-03-07 12:07:32+00:00;Matching;2024-03-07 04:28:31+00:00;67140648.15;8;0;5;0;789;2024-03-07 00:00:00+00:00;0;1637;1637;Matching;2024-03-07 12:07:31+00:00;3243;709;8;0;1054789317.31;1022863899.79
2024-03-07 12:07:32+00:00;2024-03-07 12:07:33+00:00;Positioning;2024-03-07 04:28:31+00:00;67140648.15;8;0;5;0;789;2024-03-07 00:00:00+00:00;0;1637;1637;Positioning;2024-03-07 12:07:32+00:00;3244;709;8;0;1054789317.31;1022863899.79
2024-03-07 12:07:33+00:00;2024-03-07 12:07:33+00:00;Settling;2024-03-07 04:28:31+00:00;67140648.15;8;0;5;0;789;2024-03-07 00:00:00+00:00;0;1637;1637;Settling;2024-03-07 12:07:33+00:00;3245;709;8;0;1054789317.31;1022863899.79
2024-03-07 04:29:38+00:00;2024-03-07 04:29:39+00:00;Validating;2024-03-07 04:29:38+00:00;140817511.44;7;7;3;7;1428;2024-03-07 00:00:00+00:00;0;1638;1638;Validating;2024-03-07 04:29:38+00:00;3246;710;7;7;6247531142.0;0.0
2024-03-07 04:29:39+00:00;2024-03-07 04:29:40+00:00;Matching;2024-03-07 04:29:38+00:00;140817511.44;7;7;3;7;1428;2024-03-07 00:00:00+00:00;0;1638;1638;Matching;2024-03-07 04:29:39+00:00;3247;710;7;7;6247531142.0;0.0
2024-03-07 04:29:40+00:00;2024-03-07 04:29:41+00:00;Positioning;2024-03-07 04:29:38+00:00;140817511.44;7;7;3;7;1428;2024-03-07 00:00:00+00:00;0;1638;1638;Positioning;2024-03-07 04:29:40+00:00;3248;710;7;7;6247531142.0;0.0
2024-03-07 04:29:41+00:00;2024-03-07 04:29:41+00:00;Settling;2024-03-07 04:29:38+00:00;140817511.44;7;7;3;7;1428;2024-03-07 00:00:00+00:00;0;1638;1638;Settling;2024-03-07 04:29:41+00:00;3249;710;7;7;6247531142.0;0.0
2024-03-07 04:30:05+00:00;2024-03-07 04:30:06+00:00;Validating;2024-03-07 04:30:05+00:00;49426593.33;1;5;2;5;328;2024-03-07 00:00:00+00:00;0;1639;1639;Validating;2024-03-07 04:30:05+00:00;3250;711;1;5;8956411087.0;0.0
2024-03-07 04:30:06+00:00;2024-03-07 04:30:06+00:00;Waiting in backlog unmatched;2024-03-07 04:30:05+00:00;49426593.33;1;5;2;5;328;2024-03-07 00:00:00+00:00;0;1639;1639;Waiting in backlog unmatched;2024-03-07 04:30:06+00:00;3251;711;1;5;8956411087.0;0.0
2024-03-07 16:30:30+00:00;2024-03-07 16:30:31+00:00;Matching;2024-03-07 04:30:05+00:00;49426593.33;1;5;2;5;328;2024-03-07 00:00:00+00:00;0;1639;1639;Matching;2024-03-07 16:30:30+00:00;3252;711;1;5;8956411087.0;0.0
2024-03-07 16:30:31+00:00;2024-03-07 16:30:32+00:00;Positioning;2024-03-07 04:30:05+00:00;49426593.33;1;5;2;5;328;2024-03-07 00:00:00+00:00;0;1639;1639;Positioning;2024-03-07 16:30:31+00:00;3253;711;1;5;8956411087.0;0.0
2024-03-07 16:30:32+00:00;2024-03-07 16:30:32+00:00;Settling;2024-03-07 04:30:05+00:00;49426593.33;1;5;2;5;328;2024-03-07 00:00:00+00:00;0;1639;1639;Settling;2024-03-07 16:30:32+00:00;3254;711;1;5;8956411087.0;0.0
2024-03-02 13:50:53+00:00;2024-03-02 13:50:54+00:00;Validating;2024-03-02 13:50:53+00:00;53203414.34;5;1;3;1;774;2024-03-02 00:00:00+00:00;0;164;164;Validating;2024-03-02 13:50:53+00:00;3255;712;5;1;2763963122.0;0.0
2024-03-02 13:50:54+00:00;2024-03-02 13:50:54+00:00;Waiting in backlog unmatched;2024-03-02 13:50:53+00:00;53203414.34;5;1;3;1;774;2024-03-02 00:00:00+00:00;0;164;164;Waiting in backlog unmatched;2024-03-02 13:50:54+00:00;3256;712;5;1;2763963122.0;0.0
2024-03-02 16:58:31+00:00;2024-03-02 16:58:32+00:00;Matching;2024-03-02 13:50:53+00:00;53203414.34;5;1;3;1;774;2024-03-02 00:00:00+00:00;0;164;164;Matching;2024-03-02 16:58:31+00:00;3257;712;5;1;2763963122.0;0.0
2024-03-02 16:58:32+00:00;2024-03-02 16:58:33+00:00;Positioning;2024-03-02 13:50:53+00:00;53203414.34;5;1;3;1;774;2024-03-02 00:00:00+00:00;0;164;164;Positioning;2024-03-02 16:58:32+00:00;3258;712;5;1;2763963122.0;0.0
2024-03-02 16:58:33+00:00;2024-03-02 16:58:33+00:00;Settling;2024-03-02 13:50:53+00:00;53203414.34;5;1;3;1;774;2024-03-02 00:00:00+00:00;0;164;164;Settling;2024-03-02 16:58:33+00:00;3259;712;5;1;2763963122.0;0.0
2024-03-07 04:35:03+00:00;2024-03-07 04:35:04+00:00;Validating;2024-03-07 04:35:03+00:00;42328394.15;6;0;3;0;1261;2024-03-07 00:00:00+00:00;0;1640;1640;Validating;2024-03-07 04:35:03+00:00;3260;713;6;0;2562047408.12;852292620.73
2024-03-07 04:35:04+00:00;2024-03-07 04:35:04+00:00;Waiting in backlog unmatched;2024-03-07 04:35:03+00:00;42328394.15;6;0;3;0;1261;2024-03-07 00:00:00+00:00;0;1640;1640;Waiting in backlog unmatched;2024-03-07 04:35:04+00:00;3261;713;6;0;2562047408.12;852292620.73
2024-03-07 17:03:35+00:00;2024-03-07 17:03:36+00:00;Matching;2024-03-07 04:35:03+00:00;42328394.15;6;0;3;0;1261;2024-03-07 00:00:00+00:00;0;1640;1640;Matching;2024-03-07 17:03:35+00:00;3262;713;6;0;2562047408.12;852292620.73
2024-03-07 17:03:36+00:00;2024-03-07 17:03:37+00:00;Positioning;2024-03-07 04:35:03+00:00;42328394.15;6;0;3;0;1261;2024-03-07 00:00:00+00:00;0;1640;1640;Positioning;2024-03-07 17:03:36+00:00;3263;713;6;0;2562047408.12;852292620.73
2024-03-07 17:03:37+00:00;2024-03-07 17:03:37+00:00;Settling;2024-03-07 04:35:03+00:00;42328394.15;6;0;3;0;1261;2024-03-07 00:00:00+00:00;0;1640;1640;Settling;2024-03-07 17:03:37+00:00;3264;713;6;0;2562047408.12;852292620.73
2024-03-07 04:42:48+00:00;2024-03-07 04:42:49+00:00;Validating;2024-03-07 04:42:48+00:00;49132280.25;7;0;2;0;1247;2024-03-07 00:00:00+00:00;0;1641;1641;Validating;2024-03-07 04:42:48+00:00;3265;714;7;0;2256157456.14;921644286.65
2024-03-07 04:42:49+00:00;2024-03-07 04:42:49+00:00;Waiting in backlog unmatched;2024-03-07 04:42:48+00:00;49132280.25;7;0;2;0;1247;2024-03-07 00:00:00+00:00;0;1641;1641;Waiting in backlog unmatched;2024-03-07 04:42:49+00:00;3266;714;7;0;2256157456.14;921644286.65
2024-03-07 11:36:53+00:00;2024-03-07 11:36:54+00:00;Matching;2024-03-07 04:42:48+00:00;49132280.25;7;0;2;0;1247;2024-03-07 00:00:00+00:00;0;1641;1641;Matching;2024-03-07 11:36:53+00:00;3267;714;7;0;2256157456.14;921644286.65
2024-03-07 11:36:54+00:00;2024-03-07 11:36:55+00:00;Positioning;2024-03-07 04:42:48+00:00;49132280.25;7;0;2;0;1247;2024-03-07 00:00:00+00:00;0;1641;1641;Positioning;2024-03-07 11:36:54+00:00;3268;714;7;0;2256157456.14;921644286.65
2024-03-07 11:36:55+00:00;2024-03-07 11:36:55+00:00;Settling;2024-03-07 04:42:48+00:00;49132280.25;7;0;2;0;1247;2024-03-07 00:00:00+00:00;0;1641;1641;Settling;2024-03-07 11:36:55+00:00;3269;714;7;0;2256157456.14;921644286.65
2024-03-07 04:50:55+00:00;2024-03-07 04:50:56+00:00;Validating;2024-03-07 04:50:55+00:00;144489582.3;2;2;6;2;180;2024-03-07 00:00:00+00:00;0;1642;1642;Validating;2024-03-07 04:50:55+00:00;3270;715;2;2;2347477057.0;0.0
2024-03-07 04:50:56+00:00;2024-03-07 04:50:56+00:00;Waiting in backlog unmatched;2024-03-07 04:50:55+00:00;144489582.3;2;2;6;2;180;2024-03-07 00:00:00+00:00;0;1642;1642;Waiting in backlog unmatched;2024-03-07 04:50:56+00:00;3271;715;2;2;2347477057.0;0.0
2024-03-07 12:47:11+00:00;2024-03-07 12:47:12+00:00;Matching;2024-03-07 04:50:55+00:00;144489582.3;2;2;6;2;180;2024-03-07 00:00:00+00:00;0;1642;1642;Matching;2024-03-07 12:47:11+00:00;3272;715;2;2;2347477057.0;0.0
2024-03-07 12:47:12+00:00;2024-03-07 12:47:13+00:00;Positioning;2024-03-07 04:50:55+00:00;144489582.3;2;2;6;2;180;2024-03-07 00:00:00+00:00;0;1642;1642;Positioning;2024-03-07 12:47:12+00:00;3273;715;2;2;2347477057.0;0.0
2024-03-07 12:47:13+00:00;2024-03-07 12:47:13+00:00;Settling;2024-03-07 04:50:55+00:00;144489582.3;2;2;6;2;180;2024-03-07 00:00:00+00:00;0;1642;1642;Settling;2024-03-07 12:47:13+00:00;3274;715;2;2;2347477057.0;0.0
2024-03-07 04:54:05+00:00;2024-03-07 04:54:06+00:00;Validating;2024-03-07 04:54:05+00:00;85745642.62;2;0;4;0;211;2024-03-07 00:00:00+00:00;0;1643;1643;Validating;2024-03-07 04:54:05+00:00;3275;716;2;0;3157320624.34;2318568371.37
2024-03-07 04:54:06+00:00;2024-03-07 04:54:06+00:00;Waiting in backlog unmatched;2024-03-07 04:54:05+00:00;85745642.62;2;0;4;0;211;2024-03-07 00:00:00+00:00;0;1643;1643;Waiting in backlog unmatched;2024-03-07 04:54:06+00:00;3276;716;2;0;3157320624.34;2318568371.37
2024-03-07 11:57:53+00:00;2024-03-07 11:57:54+00:00;Matching;2024-03-07 04:54:05+00:00;85745642.62;2;0;4;0;211;2024-03-07 00:00:00+00:00;0;1643;1643;Matching;2024-03-07 11:57:53+00:00;3277;716;2;0;3157320624.34;2318568371.37
2024-03-07 11:57:54+00:00;2024-03-07 11:57:55+00:00;Positioning;2024-03-07 04:54:05+00:00;85745642.62;2;0;4;0;211;2024-03-07 00:00:00+00:00;0;1643;1643;Positioning;2024-03-07 11:57:54+00:00;3278;716;2;0;3157320624.34;2318568371.37
2024-03-07 11:57:55+00:00;2024-03-07 11:57:55+00:00;Settling;2024-03-07 04:54:05+00:00;85745642.62;2;0;4;0;211;2024-03-07 00:00:00+00:00;0;1643;1643;Settling;2024-03-07 11:57:55+00:00;3279;716;2;0;3157320624.34;2318568371.37
2024-03-07 04:54:20+00:00;2024-03-07 04:54:21+00:00;Validating;2024-03-07 04:54:20+00:00;200215787.42;3;4;4;4;1419;2024-03-07 00:00:00+00:00;0;1644;1644;Validating;2024-03-07 04:54:20+00:00;3280;717;3;4;9783485389.0;0.0
2024-03-07 04:54:21+00:00;2024-03-07 04:54:21+00:00;Waiting in backlog unmatched;2024-03-07 04:54:20+00:00;200215787.42;3;4;4;4;1419;2024-03-07 00:00:00+00:00;0;1644;1644;Waiting in backlog unmatched;2024-03-07 04:54:21+00:00;3281;717;3;4;9783485389.0;0.0
2024-03-07 13:35:42+00:00;2024-03-07 13:35:43+00:00;Matching;2024-03-07 04:54:20+00:00;200215787.42;3;4;4;4;1419;2024-03-07 00:00:00+00:00;0;1644;1644;Matching;2024-03-07 13:35:42+00:00;3282;717;3;4;9783485389.0;0.0
2024-03-07 13:35:43+00:00;2024-03-07 13:35:44+00:00;Positioning;2024-03-07 04:54:20+00:00;200215787.42;3;4;4;4;1419;2024-03-07 00:00:00+00:00;0;1644;1644;Positioning;2024-03-07 13:35:43+00:00;3283;717;3;4;9783485389.0;0.0
2024-03-07 13:35:44+00:00;2024-03-07 13:35:44+00:00;Settling;2024-03-07 04:54:20+00:00;200215787.42;3;4;4;4;1419;2024-03-07 00:00:00+00:00;0;1644;1644;Settling;2024-03-07 13:35:44+00:00;3284;717;3;4;9783485389.0;0.0
2024-03-07 05:01:29+00:00;2024-03-07 05:01:30+00:00;Validating;2024-03-07 05:01:29+00:00;68480862.39;7;0;6;0;830;2024-03-06 00:00:00+00:00;0;1645;1645;Validating;2024-03-07 05:01:29+00:00;3285;718;7;0;2256157456.14;921644286.65
2024-03-07 05:01:30+00:00;2024-03-07 05:01:31+00:00;Matching;2024-03-07 05:01:29+00:00;68480862.39;7;0;6;0;830;2024-03-06 00:00:00+00:00;0;1645;1645;Matching;2024-03-07 05:01:30+00:00;3286;718;7;0;2256157456.14;921644286.65
2024-03-07 05:01:31+00:00;2024-03-07 05:01:32+00:00;Positioning;2024-03-07 05:01:29+00:00;68480862.39;7;0;6;0;830;2024-03-06 00:00:00+00:00;0;1645;1645;Positioning;2024-03-07 05:01:31+00:00;3287;718;7;0;2256157456.14;921644286.65
2024-03-07 05:01:32+00:00;2024-03-07 05:01:32+00:00;Settling;2024-03-07 05:01:29+00:00;68480862.39;7;0;6;0;830;2024-03-06 00:00:00+00:00;0;1645;1645;Settling;2024-03-07 05:01:32+00:00;3288;718;7;0;2256157456.14;921644286.65
2024-03-07 05:08:56+00:00;2024-03-07 05:08:57+00:00;Validating;2024-03-07 05:08:56+00:00;46435007.08;6;8;8;8;1361;2024-03-07 00:00:00+00:00;0;1646;1646;Validating;2024-03-07 05:08:56+00:00;3289;719;6;8;6920705684.0;0.0
