TID;Starttime;Endtime;Activity;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
142;2024-03-02 12:22:38;2024-03-02 12:22:39;Validating;2024-03-02 12:22:38;112017722.17;7;3;3;3;1346;2024-03-02;0
40;2024-03-02 12:22:39;2024-03-02 12:22:40;Matching;2024-03-02 05:10:38;112017722.17;3;0;7;0;1346;2024-03-02;0
142;2024-03-02 12:22:39;2024-03-02 12:22:40;Matching;2024-03-02 12:22:38;112017722.17;7;3;3;3;1346;2024-03-02;0
40;2024-03-02 12:22:40;2024-03-02 12:22:41;Positioning;2024-03-02 05:10:38;112017722.17;3;0;7;0;1346;2024-03-02;0
142;2024-03-02 12:22:40;2024-03-02 12:22:41;Positioning;2024-03-02 12:22:38;112017722.17;7;3;3;3;1346;2024-03-02;0
40;2024-03-02 12:22:41;2024-03-02 12:22:41;Settling;2024-03-02 05:10:38;112017722.17;3;0;7;0;1346;2024-03-02;0
142;2024-03-02 12:22:41;2024-03-02 12:22:41;Settling;2024-03-02 12:22:38;112017722.17;7;3;3;3;1346;2024-03-02;0
143;2024-03-02 12:24:12;2024-03-02 12:24:13;Validating;2024-03-02 12:24:12;217990800.38;2;0;8;0;369;2024-03-02;0
115;2024-03-02 12:24:13;2024-03-02 12:24:14;Matching;2024-03-02 10:41:02;217990800.38;8;5;2;5;369;2024-03-02;0
143;2024-03-02 12:24:13;2024-03-02 12:24:14;Matching;2024-03-02 12:24:12;217990800.38;2;0;8;0;369;2024-03-02;0
115;2024-03-02 12:24:14;2024-03-02 12:24:15;Positioning;2024-03-02 10:41:02;217990800.38;8;5;2;5;369;2024-03-02;0
143;2024-03-02 12:24:14;2024-03-02 12:24:15;Positioning;2024-03-02 12:24:12;217990800.38;2;0;8;0;369;2024-03-02;0
115;2024-03-02 12:24:15;2024-03-02 12:24:15;Settling;2024-03-02 10:41:02;217990800.38;8;5;2;5;369;2024-03-02;0
143;2024-03-02 12:24:15;2024-03-02 12:24:15;Settling;2024-03-02 12:24:12;217990800.38;2;0;8;0;369;2024-03-02;0
144;2024-03-02 12:26:38;2024-03-02 12:26:39;Validating;2024-03-02 12:26:38;151999915.15;6;4;2;4;1289;2024-03-02;0
46;2024-03-02 12:26:39;2024-03-02 12:26:40;Matching;2024-03-02 05:27:48;151999915.15;2;0;6;0;1289;2024-03-02;0
144;2024-03-02 12:26:39;2024-03-02 12:26:40;Matching;2024-03-02 12:26:38;151999915.15;6;4;2;4;1289;2024-03-02;0
46;2024-03-02 12:26:40;2024-03-02 12:26:41;Positioning;2024-03-02 05:27:48;151999915.15;2;0;6;0;1289;2024-03-02;0
144;2024-03-02 12:26:40;2024-03-02 12:26:41;Positioning;2024-03-02 12:26:38;151999915.15;6;4;2;4;1289;2024-03-02;0
46;2024-03-02 12:26:41;2024-03-02 12:26:41;Settling;2024-03-02 05:27:48;151999915.15;2;0;6;0;1289;2024-03-02;0
144;2024-03-02 12:26:41;2024-03-02 12:26:41;Settling;2024-03-02 12:26:38;151999915.15;6;4;2;4;1289;2024-03-02;0
145;2024-03-02 12:46:12;2024-03-02 12:46:13;Validating;2024-03-02 12:46:12;72995555.5;5;2;2;2;294;2024-03-02;0
145;2024-03-02 12:46:13;2024-03-02 12:46:13;Waiting in backlog unmatched;2024-03-02 12:46:12;72995555.5;5;2;2;2;294;2024-03-02;0
146;2024-03-02 12:52:04;2024-03-02 12:52:05;Validating;2024-03-02 12:52:04;228776272.46;7;1;3;1;1268;2024-03-02;0
146;2024-03-02 12:52:05;2024-03-02 12:52:05;Waiting in backlog unmatched;2024-03-02 12:52:04;228776272.46;7;1;3;1;1268;2024-03-02;0
147;2024-03-02 12:54:44;2024-03-02 12:54:45;Validating;2024-03-02 12:54:44;114390564.36;6;7;2;7;104;2024-03-02;0
147;2024-03-02 12:54:45;2024-03-02 12:54:45;Waiting in backlog unmatched;2024-03-02 12:54:44;114390564.36;6;7;2;7;104;2024-03-02;0
148;2024-03-02 13:01:53;2024-03-02 13:01:54;Validating;2024-03-02 13:01:53;54017680.88;5;8;3;8;805;2024-03-02;0
52;2024-03-02 13:01:54;2024-03-02 13:01:55;Matching;2024-03-02 06:02:48;54017680.88;3;0;5;0;805;2024-03-02;0
148;2024-03-02 13:01:54;2024-03-02 13:01:55;Matching;2024-03-02 13:01:53;54017680.88;5;8;3;8;805;2024-03-02;0
52;2024-03-02 13:01:55;2024-03-02 13:01:56;Positioning;2024-03-02 06:02:48;54017680.88;3;0;5;0;805;2024-03-02;0
148;2024-03-02 13:01:55;2024-03-02 13:01:56;Positioning;2024-03-02 13:01:53;54017680.88;5;8;3;8;805;2024-03-02;0
52;2024-03-02 13:01:56;2024-03-02 13:01:56;Settling;2024-03-02 06:02:48;54017680.88;3;0;5;0;805;2024-03-02;0
148;2024-03-02 13:01:56;2024-03-02 13:01:56;Settling;2024-03-02 13:01:53;54017680.88;5;8;3;8;805;2024-03-02;0
149;2024-03-02 13:04:02;2024-03-02 13:04:03;Validating;2024-03-02 13:04:02;90011735.96;8;7;1;7;831;2024-03-02;0
149;2024-03-02 13:04:03;2024-03-02 13:04:03;Waiting in backlog unmatched;2024-03-02 13:04:02;90011735.96;8;7;1;7;831;2024-03-02;0
150;2024-03-02 13:05:54;2024-03-02 13:05:55;Validating;2024-03-02 13:05:54;205816252.55;4;7;3;7;335;2024-03-02;0
25;2024-03-02 13:05:55;2024-03-02 13:05:56;Matching;2024-03-02 03:35:26;205816252.55;3;0;4;0;335;2024-03-02;0
150;2024-03-02 13:05:55;2024-03-02 13:05:56;Matching;2024-03-02 13:05:54;205816252.55;4;7;3;7;335;2024-03-02;0
25;2024-03-02 13:05:56;2024-03-02 13:05:57;Positioning;2024-03-02 03:35:26;205816252.55;3;0;4;0;335;2024-03-02;0
150;2024-03-02 13:05:56;2024-03-02 13:05:57;Positioning;2024-03-02 13:05:54;205816252.55;4;7;3;7;335;2024-03-02;0
25;2024-03-02 13:05:57;2024-03-02 13:05:57;Settling;2024-03-02 03:35:26;205816252.55;3;0;4;0;335;2024-03-02;0
150;2024-03-02 13:05:57;2024-03-02 13:05:57;Settling;2024-03-02 13:05:54;205816252.55;4;7;3;7;335;2024-03-02;0
151;2024-03-02 13:11:09;2024-03-02 13:11:10;Validating;2024-03-02 13:11:09;76201692.94;2;2;6;2;230;2024-03-02;0
151;2024-03-02 13:11:10;2024-03-02 13:11:10;Waiting in backlog unmatched;2024-03-02 13:11:09;76201692.94;2;2;6;2;230;2024-03-02;0
152;2024-03-02 13:14:56;2024-03-02 13:14:57;Validating;2024-03-02 13:14:56;74555091.98;6;1;3;1;324;2024-03-02;0
152;2024-03-02 13:14:57;2024-03-02 13:14:57;Waiting in backlog unmatched;2024-03-02 13:14:56;74555091.98;6;1;3;1;324;2024-03-02;0
153;2024-03-02 13:16:26;2024-03-02 13:16:27;Validating;2024-03-02 13:16:26;174892285.09;4;1;5;1;119;2024-03-02;0
153;2024-03-02 13:16:27;2024-03-02 13:16:27;Waiting in backlog unmatched;2024-03-02 13:16:26;174892285.09;4;1;5;1;119;2024-03-02;0
154;2024-03-02 13:26:15;2024-03-02 13:26:16;Validating;2024-03-02 13:26:15;76201692.94;6;0;2;0;230;2024-03-02;0
151;2024-03-02 13:26:16;2024-03-02 13:26:17;Matching;2024-03-02 13:11:09;76201692.94;2;2;6;2;230;2024-03-02;0
154;2024-03-02 13:26:16;2024-03-02 13:26:17;Matching;2024-03-02 13:26:15;76201692.94;6;0;2;0;230;2024-03-02;0
151;2024-03-02 13:26:17;2024-03-02 13:26:18;Positioning;2024-03-02 13:11:09;76201692.94;2;2;6;2;230;2024-03-02;0
154;2024-03-02 13:26:17;2024-03-02 13:26:18;Positioning;2024-03-02 13:26:15;76201692.94;6;0;2;0;230;2024-03-02;0
151;2024-03-02 13:26:18;2024-03-02 13:26:18;Settling;2024-03-02 13:11:09;76201692.94;2;2;6;2;230;2024-03-02;0
154;2024-03-02 13:26:18;2024-03-02 13:26:18;Settling;2024-03-02 13:26:15;76201692.94;6;0;2;0;230;2024-03-02;0
155;2024-03-02 13:26:39;2024-03-02 13:26:40;Validating;2024-03-02 13:26:39;63130502.61;4;6;2;6;128;2024-03-02;0
45;2024-03-02 13:26:40;2024-03-02 13:26:41;Matching;2024-03-02 05:27:41;63130502.61;2;0;4;0;128;2024-03-02;0
155;2024-03-02 13:26:40;2024-03-02 13:26:41;Matching;2024-03-02 13:26:39;63130502.61;4;6;2;6;128;2024-03-02;0
45;2024-03-02 13:26:41;2024-03-02 13:26:42;Positioning;2024-03-02 05:27:41;63130502.61;2;0;4;0;128;2024-03-02;0
155;2024-03-02 13:26:41;2024-03-02 13:26:42;Positioning;2024-03-02 13:26:39;63130502.61;4;6;2;6;128;2024-03-02;0
45;2024-03-02 13:26:42;2024-03-02 13:26:42;Settling;2024-03-02 05:27:41;63130502.61;2;0;4;0;128;2024-03-02;0
155;2024-03-02 13:26:42;2024-03-02 13:26:42;Settling;2024-03-02 13:26:39;63130502.61;4;6;2;6;128;2024-03-02;0
156;2024-03-02 13:27:02;2024-03-02 13:27:03;Validating;2024-03-02 13:27:02;123120736.47;5;3;3;3;222;2024-03-02;0
156;2024-03-02 13:27:03;2024-03-02 13:27:03;Waiting in backlog unmatched;2024-03-02 13:27:02;123120736.47;5;3;3;3;222;2024-03-02;0
157;2024-03-02 13:29:16;2024-03-02 13:29:17;Validating;2024-03-02 13:29:16;23287364.07;7;0;8;0;264;2024-03-02;0
157;2024-03-02 13:29:17;2024-03-02 13:29:17;Waiting in backlog unmatched;2024-03-02 13:29:16;23287364.07;7;0;8;0;264;2024-03-02;0
158;2024-03-02 13:32:01;2024-03-02 13:32:02;Validating;2024-03-02 13:32:01;242170587.56;2;2;4;2;1010;2024-03-02;0
158;2024-03-02 13:32:02;2024-03-02 13:32:02;Waiting in backlog unmatched;2024-03-02 13:32:01;242170587.56;2;2;4;2;1010;2024-03-02;0
159;2024-03-02 13:33:05;2024-03-02 13:33:06;Validating;2024-03-02 13:33:05;75587821.72;6;0;5;0;856;2024-03-02;0
159;2024-03-02 13:33:06;2024-03-02 13:33:06;Waiting in backlog unmatched;2024-03-02 13:33:05;75587821.72;6;0;5;0;856;2024-03-02;0
160;2024-03-02 13:34:13;2024-03-02 13:34:14;Validating;2024-03-02 13:34:13;107789156.91;6;6;7;6;1445;2024-03-02;0
108;2024-03-02 13:34:14;2024-03-02 13:34:15;Matching;2024-03-02 10:06:05;107789156.91;7;0;6;0;1445;2024-03-02;0
160;2024-03-02 13:34:14;2024-03-02 13:34:15;Matching;2024-03-02 13:34:13;107789156.91;6;6;7;6;1445;2024-03-02;0
108;2024-03-02 13:34:15;2024-03-02 13:34:16;Positioning;2024-03-02 10:06:05;107789156.91;7;0;6;0;1445;2024-03-02;0
160;2024-03-02 13:34:15;2024-03-02 13:34:16;Positioning;2024-03-02 13:34:13;107789156.91;6;6;7;6;1445;2024-03-02;0
108;2024-03-02 13:34:16;2024-03-02 13:34:16;Settling;2024-03-02 10:06:05;107789156.91;7;0;6;0;1445;2024-03-02;0
160;2024-03-02 13:34:16;2024-03-02 13:34:16;Settling;2024-03-02 13:34:13;107789156.91;6;6;7;6;1445;2024-03-02;0
161;2024-03-02 13:41:22;2024-03-02 13:41:23;Validating;2024-03-02 13:41:22;79855029.26;8;4;7;4;86;2024-03-02;0
161;2024-03-02 13:41:23;2024-03-02 13:41:23;Waiting in backlog unmatched;2024-03-02 13:41:22;79855029.26;8;4;7;4;86;2024-03-02;0
162;2024-03-02 13:42:15;2024-03-02 13:42:16;Validating;2024-03-02 13:42:15;174892285.09;5;0;4;0;119;2024-03-02;0
153;2024-03-02 13:42:16;2024-03-02 13:42:17;Matching;2024-03-02 13:16:26;174892285.09;4;1;5;1;119;2024-03-02;0
162;2024-03-02 13:42:16;2024-03-02 13:42:17;Matching;2024-03-02 13:42:15;174892285.09;5;0;4;0;119;2024-03-02;0
153;2024-03-02 13:42:17;2024-03-02 13:42:18;Positioning;2024-03-02 13:16:26;174892285.09;4;1;5;1;119;2024-03-02;0
162;2024-03-02 13:42:17;2024-03-02 13:42:18;Positioning;2024-03-02 13:42:15;174892285.09;5;0;4;0;119;2024-03-02;0
153;2024-03-02 13:42:18;2024-03-02 13:42:18;Settling;2024-03-02 13:16:26;174892285.09;4;1;5;1;119;2024-03-02;0
162;2024-03-02 13:42:18;2024-03-02 13:42:18;Settling;2024-03-02 13:42:15;174892285.09;5;0;4;0;119;2024-03-02;0
163;2024-03-02 13:48:58;2024-03-02 13:48:59;Validating;2024-03-02 13:48:58;160301769.07;8;6;1;6;713;2024-03-02;0
69;2024-03-02 13:48:59;2024-03-02 13:49:00;Matching;2024-03-02 07:29:16;160301769.07;1;0;8;0;713;2024-03-02;0
163;2024-03-02 13:48:59;2024-03-02 13:49:00;Matching;2024-03-02 13:48:58;160301769.07;8;6;1;6;713;2024-03-02;0
69;2024-03-02 13:49:00;2024-03-02 13:49:01;Positioning;2024-03-02 07:29:16;160301769.07;1;0;8;0;713;2024-03-02;0
163;2024-03-02 13:49:00;2024-03-02 13:49:01;Positioning;2024-03-02 13:48:58;160301769.07;8;6;1;6;713;2024-03-02;0
69;2024-03-02 13:49:01;2024-03-02 13:49:01;Settling;2024-03-02 07:29:16;160301769.07;1;0;8;0;713;2024-03-02;0
163;2024-03-02 13:49:01;2024-03-02 13:49:01;Settling;2024-03-02 13:48:58;160301769.07;8;6;1;6;713;2024-03-02;0
164;2024-03-02 13:50:53;2024-03-02 13:50:54;Validating;2024-03-02 13:50:53;53203414.34;5;1;3;1;774;2024-03-02;0
164;2024-03-02 13:50:54;2024-03-02 13:50:54;Waiting in backlog unmatched;2024-03-02 13:50:53;53203414.34;5;1;3;1;774;2024-03-02;0
165;2024-03-02 14:05:35;2024-03-02 14:05:36;Validating;2024-03-02 14:05:35;153827716.78;8;4;6;4;651;2024-03-02;0
28;2024-03-02 14:05:36;2024-03-02 14:05:37;Matching;2024-03-02 03:58:12;153827716.78;6;0;8;0;651;2024-03-02;0
165;2024-03-02 14:05:36;2024-03-02 14:05:37;Matching;2024-03-02 14:05:35;153827716.78;8;4;6;4;651;2024-03-02;0
28;2024-03-02 14:05:37;2024-03-02 14:05:38;Positioning;2024-03-02 03:58:12;153827716.78;6;0;8;0;651;2024-03-02;0
165;2024-03-02 14:05:37;2024-03-02 14:05:38;Positioning;2024-03-02 14:05:35;153827716.78;8;4;6;4;651;2024-03-02;0
28;2024-03-02 14:05:38;2024-03-02 14:05:38;Settling;2024-03-02 03:58:12;153827716.78;6;0;8;0;651;2024-03-02;0
165;2024-03-02 14:05:38;2024-03-02 14:05:38;Settling;2024-03-02 14:05:35;153827716.78;8;4;6;4;651;2024-03-02;0
166;2024-03-02 14:07:52;2024-03-02 14:07:53;Validating;2024-03-02 14:07:52;18058243.15;7;3;8;3;915;2024-03-02;0
166;2024-03-02 14:07:53;2024-03-02 14:07:53;Waiting in backlog unmatched;2024-03-02 14:07:52;18058243.15;7;3;8;3;915;2024-03-02;0
167;2024-03-02 14:09:02;2024-03-02 14:09:03;Validating;2024-03-02 14:09:02;64325782.3;4;5;8;5;65;2024-03-02;0
137;2024-03-02 14:09:03;2024-03-02 14:09:04;Matching;2024-03-02 12:04:33;64325782.3;8;0;4;0;65;2024-03-02;0
167;2024-03-02 14:09:03;2024-03-02 14:09:04;Matching;2024-03-02 14:09:02;64325782.3;4;5;8;5;65;2024-03-02;0
137;2024-03-02 14:09:04;2024-03-02 14:09:05;Positioning;2024-03-02 12:04:33;64325782.3;8;0;4;0;65;2024-03-02;0
167;2024-03-02 14:09:04;2024-03-02 14:09:05;Positioning;2024-03-02 14:09:02;64325782.3;4;5;8;5;65;2024-03-02;0
137;2024-03-02 14:09:05;2024-03-02 14:09:05;Settling;2024-03-02 12:04:33;64325782.3;8;0;4;0;65;2024-03-02;0
167;2024-03-02 14:09:05;2024-03-02 14:09:05;Settling;2024-03-02 14:09:02;64325782.3;4;5;8;5;65;2024-03-02;0
168;2024-03-02 14:14:07;2024-03-02 14:14:08;Validating;2024-03-02 14:14:07;131019546.69;3;0;8;0;1499;2024-03-02;0
168;2024-03-02 14:14:08;2024-03-02 14:14:08;Waiting in backlog unmatched;2024-03-02 14:14:07;131019546.69;3;0;8;0;1499;2024-03-02;0
169;2024-03-02 14:14:22;2024-03-02 14:14:23;Validating;2024-03-02 14:14:22;130883274.95;4;7;6;7;1482;2024-03-02;0
50;2024-03-02 14:14:23;2024-03-02 14:14:24;Matching;2024-03-02 05:53:06;130883274.95;6;0;4;0;1482;2024-03-02;0
169;2024-03-02 14:14:23;2024-03-02 14:14:24;Matching;2024-03-02 14:14:22;130883274.95;4;7;6;7;1482;2024-03-02;0
50;2024-03-02 14:14:24;2024-03-02 14:14:25;Positioning;2024-03-02 05:53:06;130883274.95;6;0;4;0;1482;2024-03-02;0
169;2024-03-02 14:14:24;2024-03-02 14:14:25;Positioning;2024-03-02 14:14:22;130883274.95;4;7;6;7;1482;2024-03-02;0
50;2024-03-02 14:14:25;2024-03-02 14:14:25;Settling;2024-03-02 05:53:06;130883274.95;6;0;4;0;1482;2024-03-02;0
169;2024-03-02 14:14:25;2024-03-02 14:14:25;Settling;2024-03-02 14:14:22;130883274.95;4;7;6;7;1482;2024-03-02;0
170;2024-03-02 14:15:37;2024-03-02 14:15:38;Validating;2024-03-02 14:15:37;151941630.63;6;0;7;0;1127;2024-03-02;0
13;2024-03-02 14:15:38;2024-03-02 14:15:39;Matching;2024-03-02 02:18:03;151941630.63;7;4;6;4;1127;2024-03-02;0
170;2024-03-02 14:15:38;2024-03-02 14:15:39;Matching;2024-03-02 14:15:37;151941630.63;6;0;7;0;1127;2024-03-02;0
13;2024-03-02 14:15:39;2024-03-02 14:15:40;Positioning;2024-03-02 02:18:03;151941630.63;7;4;6;4;1127;2024-03-02;0
170;2024-03-02 14:15:39;2024-03-02 14:15:40;Positioning;2024-03-02 14:15:37;151941630.63;6;0;7;0;1127;2024-03-02;0
13;2024-03-02 14:15:40;2024-03-02 14:15:40;Settling;2024-03-02 02:18:03;151941630.63;7;4;6;4;1127;2024-03-02;0
170;2024-03-02 14:15:40;2024-03-02 14:15:40;Settling;2024-03-02 14:15:37;151941630.63;6;0;7;0;1127;2024-03-02;0
171;2024-03-02 14:24:55;2024-03-02 14:24:56;Validating;2024-03-02 14:24:55;23287364.07;8;3;7;3;264;2024-03-02;0
157;2024-03-02 14:24:56;2024-03-02 14:24:57;Matching;2024-03-02 13:29:16;23287364.07;7;0;8;0;264;2024-03-02;0
171;2024-03-02 14:24:56;2024-03-02 14:24:57;Matching;2024-03-02 14:24:55;23287364.07;8;3;7;3;264;2024-03-02;0
157;2024-03-02 14:24:57;2024-03-02 14:24:58;Positioning;2024-03-02 13:29:16;23287364.07;7;0;8;0;264;2024-03-02;0
171;2024-03-02 14:24:57;2024-03-02 14:24:58;Positioning;2024-03-02 14:24:55;23287364.07;8;3;7;3;264;2024-03-02;0
157;2024-03-02 14:24:58;2024-03-02 14:24:58;Settling;2024-03-02 13:29:16;23287364.07;7;0;8;0;264;2024-03-02;0
171;2024-03-02 14:24:58;2024-03-02 14:24:58;Settling;2024-03-02 14:24:55;23287364.07;8;3;7;3;264;2024-03-02;0
172;2024-03-02 14:33:29;2024-03-02 14:33:30;Validating;2024-03-02 14:33:29;240633735.05;6;5;1;5;1433;2024-03-02;0
172;2024-03-02 14:33:30;2024-03-02 14:33:30;Waiting in backlog unmatched;2024-03-02 14:33:29;240633735.05;6;5;1;5;1433;2024-03-02;0
173;2024-03-02 14:37:53;2024-03-02 14:37:54;Validating;2024-03-02 14:37:53;73308353.18;6;2;3;2;60;2024-03-02;0
173;2024-03-02 14:37:54;2024-03-02 14:37:54;Waiting in backlog unmatched;2024-03-02 14:37:53;73308353.18;6;2;3;2;60;2024-03-02;0
174;2024-03-02 14:42:56;2024-03-02 14:42:57;Validating;2024-03-02 14:42:56;89780765.92;7;0;4;0;720;2024-03-02;0
49;2024-03-02 14:42:57;2024-03-02 14:42:58;Matching;2024-03-02 05:44:44;89780765.92;4;7;7;7;720;2024-03-02;0
174;2024-03-02 14:42:57;2024-03-02 14:42:58;Matching;2024-03-02 14:42:56;89780765.92;7;0;4;0;720;2024-03-02;0
49;2024-03-02 14:42:58;2024-03-02 14:42:59;Positioning;2024-03-02 05:44:44;89780765.92;4;7;7;7;720;2024-03-02;0
174;2024-03-02 14:42:58;2024-03-02 14:42:59;Positioning;2024-03-02 14:42:56;89780765.92;7;0;4;0;720;2024-03-02;0
49;2024-03-02 14:42:59;2024-03-02 14:42:59;Settling;2024-03-02 05:44:44;89780765.92;4;7;7;7;720;2024-03-02;0
174;2024-03-02 14:42:59;2024-03-02 14:42:59;Settling;2024-03-02 14:42:56;89780765.92;7;0;4;0;720;2024-03-02;0
175;2024-03-02 14:47:17;2024-03-02 14:47:18;Validating;2024-03-02 14:47:17;86259868.71;1;0;6;0;927;2024-03-02;0
175;2024-03-02 14:47:18;2024-03-02 14:47:18;Waiting in backlog unmatched;2024-03-02 14:47:17;86259868.71;1;0;6;0;927;2024-03-02;0
176;2024-03-02 14:56:36;2024-03-02 14:56:37;Validating;2024-03-02 14:56:36;75587821.72;5;7;6;7;856;2024-03-02;0
159;2024-03-02 14:56:37;2024-03-02 14:56:38;Matching;2024-03-02 13:33:05;75587821.72;6;0;5;0;856;2024-03-02;0
176;2024-03-02 14:56:37;2024-03-02 14:56:38;Matching;2024-03-02 14:56:36;75587821.72;5;7;6;7;856;2024-03-02;0
159;2024-03-02 14:56:38;2024-03-02 14:56:39;Positioning;2024-03-02 13:33:05;75587821.72;6;0;5;0;856;2024-03-02;0
176;2024-03-02 14:56:38;2024-03-02 14:56:39;Positioning;2024-03-02 14:56:36;75587821.72;5;7;6;7;856;2024-03-02;0
159;2024-03-02 14:56:39;2024-03-02 14:56:39;Settling;2024-03-02 13:33:05;75587821.72;6;0;5;0;856;2024-03-02;0
176;2024-03-02 14:56:39;2024-03-02 14:56:39;Settling;2024-03-02 14:56:36;75587821.72;5;7;6;7;856;2024-03-02;0
177;2024-03-02 14:59:45;2024-03-02 14:59:46;Validating;2024-03-02 14:59:45;79820537.54;6;0;4;0;346;2024-03-02;0
81;2024-03-02 14:59:46;2024-03-02 14:59:47;Matching;2024-03-02 08:24:58;79820537.54;4;2;6;2;346;2024-03-02;0
177;2024-03-02 14:59:46;2024-03-02 14:59:47;Matching;2024-03-02 14:59:45;79820537.54;6;0;4;0;346;2024-03-02;0
81;2024-03-02 14:59:47;2024-03-02 14:59:48;Positioning;2024-03-02 08:24:58;79820537.54;4;2;6;2;346;2024-03-02;0
177;2024-03-02 14:59:47;2024-03-02 14:59:48;Positioning;2024-03-02 14:59:45;79820537.54;6;0;4;0;346;2024-03-02;0
81;2024-03-02 14:59:48;2024-03-02 14:59:48;Settling;2024-03-02 08:24:58;79820537.54;4;2;6;2;346;2024-03-02;0
177;2024-03-02 14:59:48;2024-03-02 14:59:48;Settling;2024-03-02 14:59:45;79820537.54;6;0;4;0;346;2024-03-02;0
178;2024-03-02 15:02:44;2024-03-02 15:02:45;Validating;2024-03-02 15:02:44;41995511.06;8;0;3;0;521;2024-03-02;0
178;2024-03-02 15:02:45;2024-03-02 15:02:45;Waiting in backlog unmatched;2024-03-02 15:02:44;41995511.06;8;0;3;0;521;2024-03-02;0
179;2024-03-02 15:10:30;2024-03-02 15:10:31;Validating;2024-03-02 15:10:30;67598797.06;1;2;8;2;1195;2024-03-02;0
23;2024-03-02 15:10:31;2024-03-02 15:10:32;Matching;2024-03-02 03:29:38;67598797.06;8;0;1;0;1195;2024-03-02;0
179;2024-03-02 15:10:31;2024-03-02 15:10:32;Matching;2024-03-02 15:10:30;67598797.06;1;2;8;2;1195;2024-03-02;0
23;2024-03-02 15:10:32;2024-03-02 15:10:33;Positioning;2024-03-02 03:29:38;67598797.06;8;0;1;0;1195;2024-03-02;0
179;2024-03-02 15:10:32;2024-03-02 15:10:33;Positioning;2024-03-02 15:10:30;67598797.06;1;2;8;2;1195;2024-03-02;0
23;2024-03-02 15:10:33;2024-03-02 15:10:33;Settling;2024-03-02 03:29:38;67598797.06;8;0;1;0;1195;2024-03-02;0
179;2024-03-02 15:10:33;2024-03-02 15:10:33;Settling;2024-03-02 15:10:30;67598797.06;1;2;8;2;1195;2024-03-02;0
180;2024-03-02 15:14:06;2024-03-02 15:14:07;Validating;2024-03-02 15:14:06;127336429.39;4;6;7;6;799;2024-03-02;0
87;2024-03-02 15:14:07;2024-03-02 15:14:08;Matching;2024-03-02 08:42:14;127336429.39;7;0;4;0;799;2024-03-02;0
180;2024-03-02 15:14:07;2024-03-02 15:14:08;Matching;2024-03-02 15:14:06;127336429.39;4;6;7;6;799;2024-03-02;0
87;2024-03-02 15:14:08;2024-03-02 15:14:09;Positioning;2024-03-02 08:42:14;127336429.39;7;0;4;0;799;2024-03-02;0
180;2024-03-02 15:14:08;2024-03-02 15:14:09;Positioning;2024-03-02 15:14:06;127336429.39;4;6;7;6;799;2024-03-02;0
87;2024-03-02 15:14:09;2024-03-02 15:14:09;Settling;2024-03-02 08:42:14;127336429.39;7;0;4;0;799;2024-03-02;0
180;2024-03-02 15:14:09;2024-03-02 15:14:09;Settling;2024-03-02 15:14:06;127336429.39;4;6;7;6;799;2024-03-02;0
181;2024-03-02 15:15:16;2024-03-02 15:15:17;Validating;2024-03-02 15:15:16;167818954.6;1;0;4;0;513;2024-03-02;0
35;2024-03-02 15:15:17;2024-03-02 15:15:18;Matching;2024-03-02 04:35:51;167818954.6;4;7;1;7;513;2024-03-02;0
181;2024-03-02 15:15:17;2024-03-02 15:15:18;Matching;2024-03-02 15:15:16;167818954.6;1;0;4;0;513;2024-03-02;0
35;2024-03-02 15:15:18;2024-03-02 15:15:19;Positioning;2024-03-02 04:35:51;167818954.6;4;7;1;7;513;2024-03-02;0
181;2024-03-02 15:15:18;2024-03-02 15:15:19;Positioning;2024-03-02 15:15:16;167818954.6;1;0;4;0;513;2024-03-02;0
35;2024-03-02 15:15:19;2024-03-02 15:15:19;Settling;2024-03-02 04:35:51;167818954.6;4;7;1;7;513;2024-03-02;0
181;2024-03-02 15:15:19;2024-03-02 15:15:19;Settling;2024-03-02 15:15:16;167818954.6;1;0;4;0;513;2024-03-02;0
182;2024-03-02 15:19:26;2024-03-02 15:19:27;Validating;2024-03-02 15:19:26;123120736.47;3;0;5;0;222;2024-03-02;0
156;2024-03-02 15:19:27;2024-03-02 15:19:28;Matching;2024-03-02 13:27:02;123120736.47;5;3;3;3;222;2024-03-02;0
182;2024-03-02 15:19:27;2024-03-02 15:19:28;Matching;2024-03-02 15:19:26;123120736.47;3;0;5;0;222;2024-03-02;0
156;2024-03-02 15:19:28;2024-03-02 15:19:29;Positioning;2024-03-02 13:27:02;123120736.47;5;3;3;3;222;2024-03-02;0
182;2024-03-02 15:19:28;2024-03-02 15:19:29;Positioning;2024-03-02 15:19:26;123120736.47;3;0;5;0;222;2024-03-02;0
156;2024-03-02 15:19:29;2024-03-02 15:19:29;Settling;2024-03-02 13:27:02;123120736.47;5;3;3;3;222;2024-03-02;0
182;2024-03-02 15:19:29;2024-03-02 15:19:29;Settling;2024-03-02 15:19:26;123120736.47;3;0;5;0;222;2024-03-02;0
183;2024-03-02 15:21:19;2024-03-02 15:21:20;Validating;2024-03-02 15:21:19;242170587.56;4;0;2;0;1010;2024-03-02;0
158;2024-03-02 15:21:20;2024-03-02 15:21:21;Matching;2024-03-02 13:32:01;242170587.56;2;2;4;2;1010;2024-03-02;0
183;2024-03-02 15:21:20;2024-03-02 15:21:21;Matching;2024-03-02 15:21:19;242170587.56;4;0;2;0;1010;2024-03-02;0
