TID,Starttime,Endtime,Activity,Time,Value,FromParticipantId,FromAccountId,ToParticipantId,ToAccountId,Linkcode,Part ID,Account ID,Balance,Credit limit
1386,2024-01-01 11:35:38,2024-01-01 11:35:38,Waiting in queue unmatched,2024-01-01 11:35:36,80800882.2,8,3,5,3,55,8,3,3115152002.0,0.0
1387,2024-01-01 11:35:40,2024-01-01 11:35:42,Validating,2024-01-01 11:35:40,8946215.65,6,0,8,0,346,6,0,1159834611.39,1079250390.17
1387,2024-01-01 11:35:42,2024-01-01 11:35:42,Waiting in queue unmatched,2024-01-01 11:35:40,8946215.65,6,0,8,0,346,6,0,1159834611.39,1079250390.17
1388,2024-01-01 11:36:03,2024-01-01 11:36:05,Validating,2024-01-01 11:36:03,50457805.85,6,2,8,2,247,6,2,6380722491.0,0.0
104,2024-01-01 11:36:05,2024-01-01 11:36:07,Matching,2024-01-01 01:56:22,50457805.85,8,0,6,0,247,8,0,1171046846.05,662326857.64
1388,2024-01-01 11:36:05,2024-01-01 11:36:07,Matching,2024-01-01 11:36:03,50457805.85,6,2,8,2,247,6,2,6380722491.0,0.0
1389,2024-01-01 11:36:06,2024-01-01 11:36:08,Validating,2024-01-01 11:36:06,45148943.87,7,0,4,0,653,7,0,908925801.56,880714929.78
1389,2024-01-01 11:36:08,2024-01-01 11:36:08,Waiting in queue unmatched,2024-01-01 11:36:06,45148943.87,7,0,4,0,653,7,0,908925801.56,880714929.78
104,2024-01-01 11:36:07,2024-01-01 11:36:09,Checking balance and credit,2024-01-01 01:56:22,50457805.85,8,0,6,0,247,8,0,1171046846.05,662326857.64
1388,2024-01-01 11:36:07,2024-01-01 11:36:09,Checking balance and credit,2024-01-01 11:36:03,50457805.85,6,2,8,2,247,6,2,6380722491.0,0.0
1390,2024-01-01 11:36:09,2024-01-01 11:36:11,Validating,2024-01-01 11:36:09,121519073.43,1,0,7,0,122,1,0,1345216711.35,855892148.96
1391,2024-01-01 11:36:09,2024-01-01 11:36:11,Validating,2024-01-01 11:36:09,153952023.23,5,0,7,0,316,5,0,1697498461.28,1555016912.88
104,2024-01-01 11:36:09,2024-01-01 11:36:11,Settling,2024-01-01 01:56:22,50457805.85,8,0,6,0,247,8,0,1171046846.05,662326857.64
1388,2024-01-01 11:36:09,2024-01-01 11:36:11,Settling,2024-01-01 11:36:03,50457805.85,6,2,8,2,247,6,2,6380722491.0,0.0
804,2024-01-01 11:36:11,2024-01-01 11:36:13,Matching,2024-01-01 06:42:40,121519073.43,7,4,1,4,122,7,4,1840393648.0,0.0
1390,2024-01-01 11:36:11,2024-01-01 11:36:13,Matching,2024-01-01 11:36:09,121519073.43,1,0,7,0,122,1,0,1345216711.35,855892148.96
870,2024-01-01 11:36:11,2024-01-01 11:36:13,Matching,2024-01-01 07:21:53,153952023.23,7,4,5,4,316,7,4,1840393648.0,0.0
1391,2024-01-01 11:36:11,2024-01-01 11:36:13,Matching,2024-01-01 11:36:09,153952023.23,5,0,7,0,316,5,0,1697498461.28,1555016912.88
804,2024-01-01 11:36:13,2024-01-01 11:36:15,Checking balance and credit,2024-01-01 06:42:40,121519073.43,7,4,1,4,122,7,4,1840393648.0,0.0
1390,2024-01-01 11:36:13,2024-01-01 11:36:15,Checking balance and credit,2024-01-01 11:36:09,121519073.43,1,0,7,0,122,1,0,1345216711.35,855892148.96
870,2024-01-01 11:36:13,2024-01-01 11:36:15,Checking balance and credit,2024-01-01 07:21:53,153952023.23,7,4,5,4,316,7,4,1840393648.0,0.0
1391,2024-01-01 11:36:13,2024-01-01 11:36:15,Checking balance and credit,2024-01-01 11:36:09,153952023.23,5,0,7,0,316,5,0,1697498461.28,1555016912.88
804,2024-01-01 11:36:15,2024-01-01 11:36:17,Settling,2024-01-01 06:42:40,121519073.43,7,4,1,4,122,7,4,1840393648.0,0.0
1390,2024-01-01 11:36:15,2024-01-01 11:36:17,Settling,2024-01-01 11:36:09,121519073.43,1,0,7,0,122,1,0,1345216711.35,855892148.96
870,2024-01-01 11:36:15,2024-01-01 11:36:17,Settling,2024-01-01 07:21:53,153952023.23,7,4,5,4,316,7,4,1840393648.0,0.0
1391,2024-01-01 11:36:15,2024-01-01 11:36:17,Settling,2024-01-01 11:36:09,153952023.23,5,0,7,0,316,5,0,1697498461.28,1555016912.88
1392,2024-01-01 11:37:27,2024-01-01 11:37:29,Validating,2024-01-01 11:37:27,69434853.62,2,0,7,0,237,2,0,1177670027.13,334479616.6
25,2024-01-01 11:37:29,2024-01-01 11:37:31,Matching,2024-01-01 01:31:49,69434853.62,7,1,2,1,237,7,1,4397910367.0,0.0
1392,2024-01-01 11:37:29,2024-01-01 11:37:31,Matching,2024-01-01 11:37:27,69434853.62,2,0,7,0,237,2,0,1177670027.13,334479616.6
25,2024-01-01 11:37:31,2024-01-01 11:37:33,Checking balance and credit,2024-01-01 01:31:49,69434853.62,7,1,2,1,237,7,1,4397910367.0,0.0
1392,2024-01-01 11:37:31,2024-01-01 11:37:33,Checking balance and credit,2024-01-01 11:37:27,69434853.62,2,0,7,0,237,2,0,1177670027.13,334479616.6
25,2024-01-01 11:37:33,2024-01-01 11:37:35,Settling,2024-01-01 01:31:49,69434853.62,7,1,2,1,237,7,1,4397910367.0,0.0
1392,2024-01-01 11:37:33,2024-01-01 11:37:35,Settling,2024-01-01 11:37:27,69434853.62,2,0,7,0,237,2,0,1177670027.13,334479616.6
1393,2024-01-01 11:39:15,2024-01-01 11:39:17,Validating,2024-01-01 11:39:15,114635254.62,2,1,5,1,212,2,1,7922723790.0,0.0
1036,2024-01-01 11:39:17,2024-01-01 11:39:19,Matching,2024-01-01 08:43:35,114635254.62,5,0,2,0,212,5,0,1697498461.28,1555016912.88
1393,2024-01-01 11:39:17,2024-01-01 11:39:19,Matching,2024-01-01 11:39:15,114635254.62,2,1,5,1,212,2,1,7922723790.0,0.0
1036,2024-01-01 11:39:19,2024-01-01 11:39:21,Checking balance and credit,2024-01-01 08:43:35,114635254.62,5,0,2,0,212,5,0,1697498461.28,1555016912.88
1393,2024-01-01 11:39:19,2024-01-01 11:39:21,Checking balance and credit,2024-01-01 11:39:15,114635254.62,2,1,5,1,212,2,1,7922723790.0,0.0
1036,2024-01-01 11:39:21,2024-01-01 11:39:23,Settling,2024-01-01 08:43:35,114635254.62,5,0,2,0,212,5,0,1697498461.28,1555016912.88
1393,2024-01-01 11:39:21,2024-01-01 11:39:23,Settling,2024-01-01 11:39:15,114635254.62,2,1,5,1,212,2,1,7922723790.0,0.0
1394,2024-01-01 11:40:09,2024-01-01 11:40:11,Validating,2024-01-01 11:40:09,38430697.8,5,0,3,0,1206,5,0,1697498461.28,1555016912.88
1394,2024-01-01 11:40:11,2024-01-01 11:40:11,Waiting in queue unmatched,2024-01-01 11:40:09,38430697.8,5,0,3,0,1206,5,0,1697498461.28,1555016912.88
1395,2024-01-01 11:41:00,2024-01-01 11:41:02,Validating,2024-01-01 11:41:00,89884146.87,7,0,2,0,393,7,0,908925801.56,880714929.78
359,2024-01-01 11:41:02,2024-01-01 11:41:04,Matching,2024-01-01 03:14:35,89884146.87,2,1,7,1,393,2,1,7922723790.0,0.0
1395,2024-01-01 11:41:02,2024-01-01 11:41:04,Matching,2024-01-01 11:41:00,89884146.87,7,0,2,0,393,7,0,908925801.56,880714929.78
359,2024-01-01 11:41:04,2024-01-01 11:41:06,Checking balance and credit,2024-01-01 03:14:35,89884146.87,2,1,7,1,393,2,1,7922723790.0,0.0
1395,2024-01-01 11:41:04,2024-01-01 11:41:06,Checking balance and credit,2024-01-01 11:41:00,89884146.87,7,0,2,0,393,7,0,908925801.56,880714929.78
359,2024-01-01 11:41:06,2024-01-01 11:41:08,Settling,2024-01-01 03:14:35,89884146.87,2,1,7,1,393,2,1,7922723790.0,0.0
1395,2024-01-01 11:41:06,2024-01-01 11:41:08,Settling,2024-01-01 11:41:00,89884146.87,7,0,2,0,393,7,0,908925801.56,880714929.78
1396,2024-01-01 11:42:11,2024-01-01 11:42:13,Validating,2024-01-01 11:42:11,37471616.01,1,3,2,3,748,1,3,4207091960.0,0.0
497,2024-01-01 11:42:13,2024-01-01 11:42:15,Matching,2024-01-01 04:11:58,37471616.01,2,0,1,0,748,2,0,1177670027.13,334479616.6
1396,2024-01-01 11:42:13,2024-01-01 11:42:15,Matching,2024-01-01 11:42:11,37471616.01,1,3,2,3,748,1,3,4207091960.0,0.0
497,2024-01-01 11:42:15,2024-01-01 11:42:17,Checking balance and credit,2024-01-01 04:11:58,37471616.01,2,0,1,0,748,2,0,1177670027.13,334479616.6
1396,2024-01-01 11:42:15,2024-01-01 11:42:17,Checking balance and credit,2024-01-01 11:42:11,37471616.01,1,3,2,3,748,1,3,4207091960.0,0.0
497,2024-01-01 11:42:17,2024-01-01 11:42:19,Settling,2024-01-01 04:11:58,37471616.01,2,0,1,0,748,2,0,1177670027.13,334479616.6
1396,2024-01-01 11:42:17,2024-01-01 11:42:19,Settling,2024-01-01 11:42:11,37471616.01,1,3,2,3,748,1,3,4207091960.0,0.0
1187,2024-01-01 11:42:19,2024-01-01 11:42:21,Checking balance and credit,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 11:42:19,2024-01-01 11:42:21,Checking balance and credit,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
1187,2024-01-01 11:42:21,2024-01-01 11:42:21,Waiting in queue unsettled,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 11:42:21,2024-01-01 11:42:21,Waiting in queue unsettled,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
1397,2024-01-01 11:43:24,2024-01-01 11:43:26,Validating,2024-01-01 11:43:24,10681844.12,3,2,8,2,93,3,2,3084248030.0,0.0
1397,2024-01-01 11:43:26,2024-01-01 11:43:26,Waiting in queue unmatched,2024-01-01 11:43:24,10681844.12,3,2,8,2,93,3,2,3084248030.0,0.0
1398,2024-01-01 11:43:42,2024-01-01 11:43:44,Validating,2024-01-01 11:43:42,82587882.63,8,0,2,0,703,8,0,1171046846.05,662326857.64
205,2024-01-01 11:43:44,2024-01-01 11:43:46,Matching,2024-01-01 02:25:23,82587882.63,2,2,8,2,703,2,2,6562439850.0,0.0
1398,2024-01-01 11:43:44,2024-01-01 11:43:46,Matching,2024-01-01 11:43:42,82587882.63,8,0,2,0,703,8,0,1171046846.05,662326857.64
205,2024-01-01 11:43:46,2024-01-01 11:43:48,Checking balance and credit,2024-01-01 02:25:23,82587882.63,2,2,8,2,703,2,2,6562439850.0,0.0
1398,2024-01-01 11:43:46,2024-01-01 11:43:48,Checking balance and credit,2024-01-01 11:43:42,82587882.63,8,0,2,0,703,8,0,1171046846.05,662326857.64
205,2024-01-01 11:43:48,2024-01-01 11:43:50,Settling,2024-01-01 02:25:23,82587882.63,2,2,8,2,703,2,2,6562439850.0,0.0
1398,2024-01-01 11:43:48,2024-01-01 11:43:50,Settling,2024-01-01 11:43:42,82587882.63,8,0,2,0,703,8,0,1171046846.05,662326857.64
1399,2024-01-01 11:44:03,2024-01-01 11:44:05,Validating,2024-01-01 11:44:03,56110236.69,3,2,4,2,1081,3,2,3084248030.0,0.0
1070,2024-01-01 11:44:05,2024-01-01 11:44:07,Matching,2024-01-01 08:54:55,56110236.69,4,0,3,0,1081,4,0,1623321432.42,501595076.99
1399,2024-01-01 11:44:05,2024-01-01 11:44:07,Matching,2024-01-01 11:44:03,56110236.69,3,2,4,2,1081,3,2,3084248030.0,0.0
1400,2024-01-01 11:44:06,2024-01-01 11:44:08,Validating,2024-01-01 11:44:06,71616220.14,2,0,6,0,1168,2,0,1177670027.13,334479616.6
1401,2024-01-01 11:44:06,2024-01-01 11:44:08,Validating,2024-01-01 11:44:06,29302618.41,4,4,1,4,335,4,4,4112082139.0,0.0
1400,2024-01-01 11:44:08,2024-01-01 11:44:08,Waiting in queue unmatched,2024-01-01 11:44:06,71616220.14,2,0,6,0,1168,2,0,1177670027.13,334479616.6
1070,2024-01-01 11:44:07,2024-01-01 11:44:09,Checking balance and credit,2024-01-01 08:54:55,56110236.69,4,0,3,0,1081,4,0,1623321432.42,501595076.99
1399,2024-01-01 11:44:07,2024-01-01 11:44:09,Checking balance and credit,2024-01-01 11:44:03,56110236.69,3,2,4,2,1081,3,2,3084248030.0,0.0
1109,2024-01-01 11:44:08,2024-01-01 11:44:10,Matching,2024-01-01 09:12:45,29302618.41,1,0,4,0,335,1,0,1345216711.35,855892148.96
1401,2024-01-01 11:44:08,2024-01-01 11:44:10,Matching,2024-01-01 11:44:06,29302618.41,4,4,1,4,335,4,4,4112082139.0,0.0
1070,2024-01-01 11:44:09,2024-01-01 11:44:11,Settling,2024-01-01 08:54:55,56110236.69,4,0,3,0,1081,4,0,1623321432.42,501595076.99
1399,2024-01-01 11:44:09,2024-01-01 11:44:11,Settling,2024-01-01 11:44:03,56110236.69,3,2,4,2,1081,3,2,3084248030.0,0.0
1109,2024-01-01 11:44:10,2024-01-01 11:44:12,Checking balance and credit,2024-01-01 09:12:45,29302618.41,1,0,4,0,335,1,0,1345216711.35,855892148.96
1401,2024-01-01 11:44:10,2024-01-01 11:44:12,Checking balance and credit,2024-01-01 11:44:06,29302618.41,4,4,1,4,335,4,4,4112082139.0,0.0
1109,2024-01-01 11:44:12,2024-01-01 11:44:14,Settling,2024-01-01 09:12:45,29302618.41,1,0,4,0,335,1,0,1345216711.35,855892148.96
1401,2024-01-01 11:44:12,2024-01-01 11:44:14,Settling,2024-01-01 11:44:06,29302618.41,4,4,1,4,335,4,4,4112082139.0,0.0
501,2024-01-01 11:44:14,2024-01-01 11:44:16,Checking balance and credit,2024-01-01 04:14:16,130243563.13,4,0,7,0,142,4,0,1623321432.42,501595076.99
1123,2024-01-01 11:44:14,2024-01-01 11:44:16,Checking balance and credit,2024-01-01 09:20:46,130243563.13,7,2,4,2,142,7,2,506751021.0,0.0
132,2024-01-01 11:44:14,2024-01-01 11:44:16,Checking balance and credit,2024-01-01 02:03:54,152082716.96,3,3,4,3,70,3,3,398794616.0,0.0
1157,2024-01-01 11:44:14,2024-01-01 11:44:16,Checking balance and credit,2024-01-01 09:34:05,152082716.96,4,0,3,0,70,4,0,1623321432.42,501595076.99
501,2024-01-01 11:44:16,2024-01-01 11:44:16,Waiting in queue unsettled,2024-01-01 04:14:16,130243563.13,4,0,7,0,142,4,0,1623321432.42,501595076.99
1123,2024-01-01 11:44:16,2024-01-01 11:44:16,Waiting in queue unsettled,2024-01-01 09:20:46,130243563.13,7,2,4,2,142,7,2,506751021.0,0.0
132,2024-01-01 11:44:16,2024-01-01 11:44:16,Waiting in queue unsettled,2024-01-01 02:03:54,152082716.96,3,3,4,3,70,3,3,398794616.0,0.0
1157,2024-01-01 11:44:16,2024-01-01 11:44:16,Waiting in queue unsettled,2024-01-01 09:34:05,152082716.96,4,0,3,0,70,4,0,1623321432.42,501595076.99
1402,2024-01-01 11:44:26,2024-01-01 11:44:28,Validating,2024-01-01 11:44:26,102690893.22,5,3,2,3,1125,5,3,3694452865.0,0.0
605,2024-01-01 11:44:28,2024-01-01 11:44:30,Matching,2024-01-01 04:58:30,102690893.22,2,0,5,0,1125,2,0,1177670027.13,334479616.6
1402,2024-01-01 11:44:28,2024-01-01 11:44:30,Matching,2024-01-01 11:44:26,102690893.22,5,3,2,3,1125,5,3,3694452865.0,0.0
605,2024-01-01 11:44:30,2024-01-01 11:44:32,Checking balance and credit,2024-01-01 04:58:30,102690893.22,2,0,5,0,1125,2,0,1177670027.13,334479616.6
1402,2024-01-01 11:44:30,2024-01-01 11:44:32,Checking balance and credit,2024-01-01 11:44:26,102690893.22,5,3,2,3,1125,5,3,3694452865.0,0.0
605,2024-01-01 11:44:32,2024-01-01 11:44:34,Settling,2024-01-01 04:58:30,102690893.22,2,0,5,0,1125,2,0,1177670027.13,334479616.6
1402,2024-01-01 11:44:32,2024-01-01 11:44:34,Settling,2024-01-01 11:44:26,102690893.22,5,3,2,3,1125,5,3,3694452865.0,0.0
868,2024-01-01 11:44:34,2024-01-01 11:44:36,Checking balance and credit,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 11:44:34,2024-01-01 11:44:36,Checking balance and credit,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
868,2024-01-01 11:44:36,2024-01-01 11:44:36,Waiting in queue unsettled,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 11:44:36,2024-01-01 11:44:36,Waiting in queue unsettled,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
1403,2024-01-01 11:45:41,2024-01-01 11:45:43,Validating,2024-01-01 11:45:41,94693639.61,2,0,1,0,819,2,0,1177670027.13,334479616.6
1403,2024-01-01 11:45:43,2024-01-01 11:45:43,Waiting in queue unmatched,2024-01-01 11:45:41,94693639.61,2,0,1,0,819,2,0,1177670027.13,334479616.6
1404,2024-01-01 11:45:50,2024-01-01 11:45:52,Validating,2024-01-01 11:45:50,44272131.4,6,0,7,0,64,6,0,1159834611.39,1079250390.17
1404,2024-01-01 11:45:52,2024-01-01 11:45:52,Waiting in queue unmatched,2024-01-01 11:45:50,44272131.4,6,0,7,0,64,6,0,1159834611.39,1079250390.17
1405,2024-01-01 11:46:07,2024-01-01 11:46:09,Validating,2024-01-01 11:46:07,30605403.53,6,0,8,0,310,6,0,1159834611.39,1079250390.17
1405,2024-01-01 11:46:09,2024-01-01 11:46:09,Waiting in queue unmatched,2024-01-01 11:46:07,30605403.53,6,0,8,0,310,6,0,1159834611.39,1079250390.17
1406,2024-01-01 11:46:24,2024-01-01 11:46:26,Validating,2024-01-01 11:46:24,34420937.56,8,3,2,3,534,8,3,3115152002.0,0.0
1406,2024-01-01 11:46:26,2024-01-01 11:46:26,Waiting in queue unmatched,2024-01-01 11:46:24,34420937.56,8,3,2,3,534,8,3,3115152002.0,0.0
1407,2024-01-01 11:47:02,2024-01-01 11:47:04,Validating,2024-01-01 11:47:02,21361816.08,3,1,1,1,816,3,1,8549847312.0,0.0
1194,2024-01-01 11:47:04,2024-01-01 11:47:06,Matching,2024-01-01 09:51:37,21361816.08,1,0,3,0,816,1,0,1345216711.35,855892148.96
1407,2024-01-01 11:47:04,2024-01-01 11:47:06,Matching,2024-01-01 11:47:02,21361816.08,3,1,1,1,816,3,1,8549847312.0,0.0
1194,2024-01-01 11:47:06,2024-01-01 11:47:08,Checking balance and credit,2024-01-01 09:51:37,21361816.08,1,0,3,0,816,1,0,1345216711.35,855892148.96
1407,2024-01-01 11:47:06,2024-01-01 11:47:08,Checking balance and credit,2024-01-01 11:47:02,21361816.08,3,1,1,1,816,3,1,8549847312.0,0.0
1194,2024-01-01 11:47:08,2024-01-01 11:47:10,Settling,2024-01-01 09:51:37,21361816.08,1,0,3,0,816,1,0,1345216711.35,855892148.96
1407,2024-01-01 11:47:08,2024-01-01 11:47:10,Settling,2024-01-01 11:47:02,21361816.08,3,1,1,1,816,3,1,8549847312.0,0.0
1408,2024-01-01 11:48:28,2024-01-01 11:48:30,Validating,2024-01-01 11:48:28,101735083.07,5,0,3,0,750,5,0,1697498461.28,1555016912.88
1408,2024-01-01 11:48:30,2024-01-01 11:48:30,Waiting in queue unmatched,2024-01-01 11:48:28,101735083.07,5,0,3,0,750,5,0,1697498461.28,1555016912.88
1409,2024-01-01 11:49:03,2024-01-01 11:49:05,Validating,2024-01-01 11:49:03,31686395.48,8,0,7,0,551,8,0,1171046846.05,662326857.64
1409,2024-01-01 11:49:05,2024-01-01 11:49:05,Waiting in queue unmatched,2024-01-01 11:49:03,31686395.48,8,0,7,0,551,8,0,1171046846.05,662326857.64
1410,2024-01-01 11:49:35,2024-01-01 11:49:37,Validating,2024-01-01 11:49:35,88011212.23,1,4,8,4,785,1,4,6110169996.0,0.0
1350,2024-01-01 11:49:37,2024-01-01 11:49:39,Matching,2024-01-01 11:15:33,88011212.23,8,0,1,0,785,8,0,1171046846.05,662326857.64
1410,2024-01-01 11:49:37,2024-01-01 11:49:39,Matching,2024-01-01 11:49:35,88011212.23,1,4,8,4,785,1,4,6110169996.0,0.0
1411,2024-01-01 11:49:39,2024-01-01 11:49:41,Validating,2024-01-01 11:49:39,21469235.45,3,0,7,0,301,3,0,1195841093.11,425930683.98
1411,2024-01-01 11:49:41,2024-01-01 11:49:41,Waiting in queue unmatched,2024-01-01 11:49:39,21469235.45,3,0,7,0,301,3,0,1195841093.11,425930683.98
1350,2024-01-01 11:49:39,2024-01-01 11:49:41,Checking balance and credit,2024-01-01 11:15:33,88011212.23,8,0,1,0,785,8,0,1171046846.05,662326857.64
1410,2024-01-01 11:49:39,2024-01-01 11:49:41,Checking balance and credit,2024-01-01 11:49:35,88011212.23,1,4,8,4,785,1,4,6110169996.0,0.0
1350,2024-01-01 11:49:41,2024-01-01 11:49:43,Settling,2024-01-01 11:15:33,88011212.23,8,0,1,0,785,8,0,1171046846.05,662326857.64
1410,2024-01-01 11:49:41,2024-01-01 11:49:43,Settling,2024-01-01 11:49:35,88011212.23,1,4,8,4,785,1,4,6110169996.0,0.0
1187,2024-01-01 11:49:43,2024-01-01 11:49:45,Checking balance and credit,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 11:49:43,2024-01-01 11:49:45,Checking balance and credit,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
1187,2024-01-01 11:49:45,2024-01-01 11:49:45,Waiting in queue unsettled,2024-01-01 09:49:10,131261742.26,1,0,7,0,793,1,0,1345216711.35,855892148.96
1190,2024-01-01 11:49:45,2024-01-01 11:49:45,Waiting in queue unsettled,2024-01-01 09:50:28,131261742.26,7,2,1,2,793,7,2,506751021.0,0.0
1412,2024-01-01 11:50:02,2024-01-01 11:50:04,Validating,2024-01-01 11:50:02,29627582.49,1,1,8,1,542,1,1,441950231.0,0.0
1412,2024-01-01 11:50:04,2024-01-01 11:50:04,Waiting in queue unmatched,2024-01-01 11:50:02,29627582.49,1,1,8,1,542,1,1,441950231.0,0.0
1413,2024-01-01 11:50:10,2024-01-01 11:50:12,Validating,2024-01-01 11:50:10,80800882.2,5,0,8,0,55,5,0,1697498461.28,1555016912.88
1386,2024-01-01 11:50:12,2024-01-01 11:50:14,Matching,2024-01-01 11:35:36,80800882.2,8,3,5,3,55,8,3,3115152002.0,0.0
1413,2024-01-01 11:50:12,2024-01-01 11:50:14,Matching,2024-01-01 11:50:10,80800882.2,5,0,8,0,55,5,0,1697498461.28,1555016912.88
1386,2024-01-01 11:50:14,2024-01-01 11:50:16,Checking balance and credit,2024-01-01 11:35:36,80800882.2,8,3,5,3,55,8,3,3115152002.0,0.0
1413,2024-01-01 11:50:14,2024-01-01 11:50:16,Checking balance and credit,2024-01-01 11:50:10,80800882.2,5,0,8,0,55,5,0,1697498461.28,1555016912.88
1386,2024-01-01 11:50:16,2024-01-01 11:50:18,Settling,2024-01-01 11:35:36,80800882.2,8,3,5,3,55,8,3,3115152002.0,0.0
1413,2024-01-01 11:50:16,2024-01-01 11:50:18,Settling,2024-01-01 11:50:10,80800882.2,5,0,8,0,55,5,0,1697498461.28,1555016912.88
695,2024-01-01 11:50:18,2024-01-01 11:50:20,Checking balance and credit,2024-01-01 05:45:50,87565853.25,8,0,7,0,422,8,0,1171046846.05,662326857.64
1203,2024-01-01 11:50:18,2024-01-01 11:50:20,Checking balance and credit,2024-01-01 09:56:08,87565853.25,7,2,8,2,422,7,2,506751021.0,0.0
695,2024-01-01 11:50:20,2024-01-01 11:50:20,Waiting in queue unsettled,2024-01-01 05:45:50,87565853.25,8,0,7,0,422,8,0,1171046846.05,662326857.64
1203,2024-01-01 11:50:20,2024-01-01 11:50:20,Waiting in queue unsettled,2024-01-01 09:56:08,87565853.25,7,2,8,2,422,7,2,506751021.0,0.0
1414,2024-01-01 11:51:34,2024-01-01 11:51:36,Validating,2024-01-01 11:51:34,36312095.61,8,1,1,1,852,8,1,1604424976.0,0.0
461,2024-01-01 11:51:36,2024-01-01 11:51:38,Matching,2024-01-01 03:54:10,36312095.61,1,0,8,0,852,1,0,1345216711.35,855892148.96
1414,2024-01-01 11:51:36,2024-01-01 11:51:38,Matching,2024-01-01 11:51:34,36312095.61,8,1,1,1,852,8,1,1604424976.0,0.0
461,2024-01-01 11:51:38,2024-01-01 11:51:40,Checking balance and credit,2024-01-01 03:54:10,36312095.61,1,0,8,0,852,1,0,1345216711.35,855892148.96
1414,2024-01-01 11:51:38,2024-01-01 11:51:40,Checking balance and credit,2024-01-01 11:51:34,36312095.61,8,1,1,1,852,8,1,1604424976.0,0.0
461,2024-01-01 11:51:40,2024-01-01 11:51:42,Settling,2024-01-01 03:54:10,36312095.61,1,0,8,0,852,1,0,1345216711.35,855892148.96
1414,2024-01-01 11:51:40,2024-01-01 11:51:42,Settling,2024-01-01 11:51:34,36312095.61,8,1,1,1,852,8,1,1604424976.0,0.0
695,2024-01-01 11:51:42,2024-01-01 11:51:44,Checking balance and credit,2024-01-01 05:45:50,87565853.25,8,0,7,0,422,8,0,1171046846.05,662326857.64
1203,2024-01-01 11:51:42,2024-01-01 11:51:44,Checking balance and credit,2024-01-01 09:56:08,87565853.25,7,2,8,2,422,7,2,506751021.0,0.0
695,2024-01-01 11:51:44,2024-01-01 11:51:44,Waiting in queue unsettled,2024-01-01 05:45:50,87565853.25,8,0,7,0,422,8,0,1171046846.05,662326857.64
1203,2024-01-01 11:51:44,2024-01-01 11:51:44,Waiting in queue unsettled,2024-01-01 09:56:08,87565853.25,7,2,8,2,422,7,2,506751021.0,0.0
1415,2024-01-01 11:52:46,2024-01-01 11:52:48,Validating,2024-01-01 11:52:46,15733366.46,6,3,8,3,718,6,3,9580911314.0,0.0
785,2024-01-01 11:52:48,2024-01-01 11:52:50,Matching,2024-01-01 06:29:48,15733366.46,8,0,6,0,718,8,0,1171046846.05,662326857.64
1415,2024-01-01 11:52:48,2024-01-01 11:52:50,Matching,2024-01-01 11:52:46,15733366.46,6,3,8,3,718,6,3,9580911314.0,0.0
785,2024-01-01 11:52:50,2024-01-01 11:52:52,Checking balance and credit,2024-01-01 06:29:48,15733366.46,8,0,6,0,718,8,0,1171046846.05,662326857.64
1415,2024-01-01 11:52:50,2024-01-01 11:52:52,Checking balance and credit,2024-01-01 11:52:46,15733366.46,6,3,8,3,718,6,3,9580911314.0,0.0
785,2024-01-01 11:52:52,2024-01-01 11:52:54,Settling,2024-01-01 06:29:48,15733366.46,8,0,6,0,718,8,0,1171046846.05,662326857.64
1415,2024-01-01 11:52:52,2024-01-01 11:52:54,Settling,2024-01-01 11:52:46,15733366.46,6,3,8,3,718,6,3,9580911314.0,0.0
1416,2024-01-01 11:53:36,2024-01-01 11:53:38,Validating,2024-01-01 11:53:36,61547020.06,8,1,7,1,133,8,1,1604424976.0,0.0
944,2024-01-01 11:53:38,2024-01-01 11:53:40,Matching,2024-01-01 08:01:02,61547020.06,7,0,8,0,133,7,0,908925801.56,880714929.78
1416,2024-01-01 11:53:38,2024-01-01 11:53:40,Matching,2024-01-01 11:53:36,61547020.06,8,1,7,1,133,8,1,1604424976.0,0.0
944,2024-01-01 11:53:40,2024-01-01 11:53:42,Checking balance and credit,2024-01-01 08:01:02,61547020.06,7,0,8,0,133,7,0,908925801.56,880714929.78
1416,2024-01-01 11:53:40,2024-01-01 11:53:42,Checking balance and credit,2024-01-01 11:53:36,61547020.06,8,1,7,1,133,8,1,1604424976.0,0.0
